'AccpacVersion','55A','5.5A','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
'AccpacVersion','56A','5.6A','','','','','','','','','',0,0,'',0,'','','1899-12-30','1899-12-30 00:00:00'
