'EC_Control','EC_Control','Control','',0,0,1,''
'EC_Backup','EC_Control','Backup','Control',0,0,1,''
'EC_DBServicePack','EC_Control','DB Service Pack','Control',0,0,1,''
'EC_DBServerSetup','EC_Control','DB Server Setup','Control',0,0,1,''
'EC_UpgradeDatabase','EC_Control','Upgrading Database','Control',0,0,1,''
'EC_CustomiseHotFix','EC_Control','Customised Program Hot Fix','Control',0,0,1,''
'EC_ControlReports','EC_Control','Reports','Control',0,0,1,''
'EC_AccessRight','EC_ControlReports','Access Report','Control',0,0,1,''
'EC_LoginAudit','EC_Control','Login Audit','Control',0,0,1,''
'EC_TransAudit','EC_Control','Transaction Audit','Control',0,0,1,''
'EC_AuditTrail','EC_Control','Audit Trail','Control',0,0,1,''
'EC_DelTempTbl','EC_Control','Delete Temp Tables','Control',0,0,1,''
'EPClassic','EPClassic','EP Standard','',0,0,1,''
'EC_Employee','EPClassic','Employee','EPStandard',0,0,1,''
'EC_EmployeeData','EC_Employee','Employee Data','EPClassic',1,0,1,''
'EC_BasicRateProg','EC_Employee','Basic Rate Progression','EPClassic',0,1,1,''
'EC_CareerProg','EC_Employee','Career Progression','EPClassic',0,0,1,''
'EC_EmployeeModules','EC_Employee','Other Functions','EPClassic',0,0,1,''
'EC_Family','EC_EmployeeModules','Family / Other Contacts','EPClassic',0,0,1,''
'EC_Education','EC_EmployeeModules','Education','EPClassic',0,0,1,''
'EC_EmployeeReports','EC_Employee','Reports','EPClassic',0,0,1,''
'EC_EECodeListRpt','EC_EmployeeReports','Employee Code Listing Report','EPClassic',0,0,1,''
'EC_PersonnelDataRpt','EC_EmployeeReports','Personnel Report','EPClassic',0,0,1,''
'EC_EmployeeDataRpt','EC_EmployeeReports','Employee Data Report','EPClassic',1,0,1,''
'EC_EmpeeListingRpt','EC_EmployeeReports','Employee Listing Report','EPClassic',0,1,1,''
'EC_FamilyRpt','EC_EmployeeReports','Family / Other Contacts Report','EPClassic',0,0,1,''
'EC_EducationRpt','EC_EmployeeReports','Education Report','EPClassic',0,0,1,''
'EC_BasicRateProgRpt','EC_EmployeeReports','Basic Rate Progression Report','EPClassic',0,1,1,''
'EC_CareerProgRpt','EC_EmployeeReports','Career Progression Report','EPClassic',0,0,1,''
'EC_NewJoinRpt','EC_EmployeeReports','New Join Report','EPClassic',0,0,1,''
'EC_ConfirmationRpt','EC_EmployeeReports','Confirmation Report','EPClassic',0,0,1,''
'EC_CessationRpt','EC_EmployeeReports','Cessation Report','EPClassic',0,0,1,''
'EC_RetirementRpt','EC_EmployeeReports','Retirement Report','EPClassic',0,0,1,''
'EC_BirthdayRpt','EC_EmployeeReports','Birthday Report','EPClassic',0,0,1,''
'EC_StaffMoveRpt','EC_EmployeeReports','Staff Movement Report','EPClassic',0,0,1,''
'EC_Pay','EPClassic','Pay','EPClassic',0,0,1,''
'EC_PayPeriod','EC_Pay','Process Pay','EPClassic',0,0,1,''
'EC_PayPeriodInit','EC_PayPeriod','Initialise','EPClassic',1,0,1,''
'EC_PayPeriodDelete','EC_PayPeriod','Delete','EPClassic',0,0,1,''
'EC_PayPeriodModify','EC_PayPeriod','Modify','EPClassic',0,1,1,''
'EC_PayRecord','EC_Pay','Pay Record','EPClassic',0,0,1,''
'EC_PayRecordNew','EC_PayRecord','New','EPClassic',1,0,1,''
'EC_PayRecordDelete','EC_PayRecord','Delete','EPClassic',0,0,1,''
'EC_PayRecordLock','EC_PayRecord','Lock/Unlock','EPClassic',0,0,1,''
'EC_PayRecordRecal','EC_PayRecord','Recalculate','EPClassic',1,0,1,''
'EC_PayRecordReprocess','EC_PayRecord','Reprocess','EPClassic',1,0,1,''
'EC_PayRecordModify','EC_PayRecord','Modify','EPClassic',1,1,1,''
'EC_PayRecordTools','EC_PayRecord','Tools','EPClassic',1,0,1,''
'EC_PayRecordInterface','EC_PayRecord','Process Interface','EPClassic',0,0,1,''
'EC_PayModules','EC_Pay','Other Functions','EPClassic',0,0,1,''
'EC_YTDRecord','EC_PayModules','YTD Entry','EPClassic',0,0,1,''
'EC_YTDRecDelete','EC_YTDRecord','Delete','EPClassic',0,0,1,''
'EC_YTDRecProcess','EC_YTDRecord','Process','EPClassic',0,1,1,''
'EC_YTDRecModify','EC_YTDRecord','Modify','EPClassic',0,1,1,''
'EC_YTDRecLock','EC_YTDRecord','Lock/UnLock','EPClassic',0,0,1,''
'EC_Recurring','EC_PayModules','Recurring Setup','EPClassic',0,1,1,''
'EC_PaySlipGen','EC_Pay','PaySlip Generation','EPClassic',0,1,1,''
'EC_BankSubmissionRpt','EC_Pay','Bank Submissions','EPClassic',0,1,1,''
'EC_BankCashRpt','EC_BankSubmissionRpt','Bank/Cash Listing Report','EPClassic',0,1,1,''
